date,product_name,category,quantity,price,shop,gender,revenue,year,month,week,day
1705622,Crime and Punishment,Biography,1,13.5,online,Female,13.5,1970,1,1,0
1689811,Ubik,Romance,1,26.99,online,Male,26.99,1970,1,1,0
1745798,It,Thriller,1,18.75,online,Male,18.75,1970,1,1,0
1710028,Sense and Sensibility,Non-Fiction,1,19.99,online,Female,19.99,1970,1,1,0
1688169,The Bourne Supremacy,Thriller,2,22.0,online,Male,44.0,1970,1,1,0
1739145,The Maltese Falcon,Non-Fiction,1,18.99,online,Female,18.99,1970,1,1,0
1723939,The Talented Mr. Ripley,Romance,1,29.5,online,Male,29.5,1970,1,1,0
1696982,Tinker Tailor Soldier Spy,Romance,1,23.75,online,Male,23.75,1970,1,1,0
1739836,The Devil in the White City,Fiction,2,21.99,online,Female,43.98,1970,1,1,0
1728604,Dune,Biography,1,15.5,online,Male,15.5,1970,1,1,0
1714867,In the Woods,Thriller,1,27.49,online,Female,27.49,1970,1,1,0
1692921,Becoming,Non-Fiction,2,16.99,online,Male,33.98,1970,1,1,0
1758412,Rendezvous with Rama,Mystery,1,26.99,online,Male,26.99,1970,1,1,0
1719446,Grant,Thriller,1,29.49,online,Female,29.49,1970,1,1,0
1679356,The Big Sleep,Science Fiction,1,26.5,online,Male,26.5,1970,1,1,0
1753401,Childhood’s End,Science Fiction,2,19.99,online,Female,39.98,1970,1,1,0
1716336,Anna Karenina,Biography,1,20.0,online,Male,20.0,1970,1,1,0
1700179,American Gods,Biography,1,24.99,online,Male,24.99,1970,1,1,0
1759968,Steve Jobs,Romance,1,30.0,online,Female,30.0,1970,1,1,0
1734048,Jane Eyre,Biography,2,18.75,online,Male,37.5,1970,1,1,0
1734048,The Thin Man,Romance,1,24.99,online,Male,24.99,1970,1,1,0
1686528,Words of Radiance,Science Fiction,1,21.75,online,Female,21.75,1970,1,1,0
1738454,The Left Hand of Darkness,Science Fiction,1,23.99,online,Male,23.99,1970,1,1,0
1728691,Alexander Hamilton,Science Fiction,1,15.5,online,Male,15.5,1970,1,1,0
1728691,"I, Robot",Non-Fiction,1,15.5,online,Male,15.5,1970,1,1,0
1687564,Narrative of the Life of Frederick Douglass,Romance,2,18.0,online,Female,36.0,1970,1,1,0
1742947,The Shining,Non-Fiction,1,18.99,online,Male,18.99,1970,1,1,0
1708214,Wuthering Heights,Thriller,2,22.99,online,Female,45.98,1970,1,1,0
1694217,Einstein: His Life and Universe,Non-Fiction,1,21.0,online,Male,21.0,1970,1,1,0
1754956,1984,Thriller,1,20.0,online,Male,20.0,1970,1,1,0
1721520,Team of Rivals,Fiction,1,23.5,online,Female,23.5,1970,1,1,0
1698796,Harry Potter and the Half-Blood Prince,Science Fiction,1,12.99,online,Male,12.99,1970,1,1,0
1733788,Murder on the Orient Express,Biography,2,17.75,online,Male,35.5,1970,1,1,0
1715385,The Fellowship of the Ring,Mystery,3,22.5,online,Female,67.5,1970,1,1,0
1704153,Foundation,Non-Fiction,1,8.99,online,Female,8.99,1970,1,1,0
1684627,1984,Thriller,1,19.5,online,Male,19.5,1970,1,1,0
1742342,American Gods,Biography,1,16.0,online,Male,16.0,1970,1,1,0
1668297,Mistborn: The Final Empire,Fiction,2,20.0,online,Male,40.0,1970,1,1,0
1676937,The Shining,Non-Fiction,3,12.75,online,Female,38.25,1970,1,1,0
1702252,Dune,Biography,1,14.5,online,Male,14.5,1970,1,1,0
1679529,1984,Thriller,2,7.99,online,Female,15.98,1970,1,1,0
1660176,Harry Potter and the Half-Blood Prince,Science Fiction,3,13.2,online,Female,39.6,1970,1,1,0
1659571,Murder on the Orient Express,Biography,1,9.99,online,Female,9.99,1970,1,1,0
1735171,Foundation,Non-Fiction,1,18.4,online,Female,18.4,1970,1,1,0
1701648,The Shining,Non-Fiction,2,23.6,online,Female,47.2,1970,1,1,0
1713312,The Fellowship of the Ring,Mystery,1,21.3,online,Male,21.3,1970,1,1,0
1716940,American Gods,Biography,2,10.25,online,Female,20.5,1970,1,1,0
1673049,Mistborn: The Final Empire,Fiction,1,16.75,online,Female,16.75,1970,1,1,0
1695859,Murder on the Orient Express,Biography,2,15.5,online,Male,31.0,1970,1,1,0
1742342,Foundation,Non-Fiction,1,14.0,online,Male,14.0,1970,1,1,0
1692748,Dune,Biography,3,17.25,online,Male,51.75,1970,1,1,0
1660262,The Fellowship of the Ring,Mystery,1,20.1,online,Male,20.1,1970,1,1,0
1680825,Mistborn: The Final Empire,Fiction,1,11.99,online,Female,11.99,1970,1,1,0
1725494,American Gods,Biography,2,19.75,online,Male,39.5,1970,1,1,0
1725840,Murder on the Orient Express,Biography,1,22.4,online,Female,22.4,1970,1,1,0
1738627,1984,Thriller,3,13.85,online,Male,41.55,1970,1,1,0
1727308,Foundation,Non-Fiction,1,24.99,online,Male,24.99,1970,1,1,0
1726444,The Shining,Non-Fiction,2,16.9,online,Male,33.8,1970,1,1,0
1722297,Dune,Biography,1,12.99,online,Male,12.99,1970,1,1,0
1745452,Harry Potter and the Half-Blood Prince,Science Fiction,2,17.99,online,Female,35.98,1970,1,1,0
1737158,American Gods,Biography,3,15.3,online,Male,45.9,1970,1,1,0
1714780,Murder on the Orient Express,Biography,1,18.6,online,Male,18.6,1970,1,1,0
1716336,Mistborn: The Final Empire,Fiction,2,20.75,online,Male,41.5,1970,1,1,0
1717027,1984,Thriller,1,11.5,online,Female,11.5,1970,1,1,0
1726531,The Shining,Non-Fiction,2,14.8,online,Female,29.6,1970,1,1,0
1731542,The Fellowship of the Ring,Mystery,3,22.25,online,Male,66.75,1970,1,1,0
1741910,American Gods,Biography,1,13.99,online,Male,13.99,1970,1,1,0
1742947,Harry Potter and the Half-Blood Prince,Science Fiction,2,16.0,online,Female,32.0,1970,1,1,0
1724112,Dune,Biography,1,19.9,online,Female,19.9,1970,1,1,0
1727136,Mistborn: The Final Empire,Fiction,2,21.0,online,Male,42.0,1970,1,1,0
1742342,Murder on the Orient Express,Biography,3,13.5,online,Female,40.5,1970,1,1,0
1735948,The Fellowship of the Ring,Mystery,1,10.75,online,Female,10.75,1970,1,1,0
1720051,American Gods,Biography,2,18.2,online,Male,36.4,1970,1,1,0
1741996,Foundation,Non-Fiction,1,9.8,online,Female,9.8,1970,1,1,0
1732406,1984,Thriller,2,15.4,online,Male,30.8,1970,1,1,0
1726963,Harry Potter and the Half-Blood Prince,Science Fiction,3,20.99,online,Female,62.97,1970,1,1,0
1722988,The Shining,Non-Fiction,1,11.3,online,Male,11.3,1970,1,1,0
1725580,Mistborn: The Final Empire,Fiction,1,12.8,online,Male,12.8,1970,1,1,0
1715385,The Fellowship of the Ring,Mystery,3,22.5,online,Female,67.5,1970,1,1,0
1704153,Foundation,Non-Fiction,1,8.99,online,Female,8.99,1970,1,1,0
1684627,1984,Thriller,1,19.5,online,Male,19.5,1970,1,1,0
1742342,American Gods,Biography,1,16.0,online,Male,16.0,1970,1,1,0
1668297,Mistborn: The Final Empire,Fiction,2,20.0,online,Male,40.0,1970,1,1,0
1676937,The Shining,Non-Fiction,3,12.75,online,Female,38.25,1970,1,1,0
1702252,Dune,Biography,1,14.5,online,Male,14.5,1970,1,1,0
1679529,1984,Thriller,2,7.99,online,Female,15.98,1970,1,1,0
1660176,Harry Potter and the Half-Blood Prince,Science Fiction,3,13.2,online,Female,39.6,1970,1,1,0
1659571,Murder on the Orient Express,Biography,1,9.99,online,Female,9.99,1970,1,1,0
1735171,Foundation,Non-Fiction,1,18.4,online,Female,18.4,1970,1,1,0
1701648,The Shining,Non-Fiction,2,23.6,online,Female,47.2,1970,1,1,0
1713312,The Fellowship of the Ring,Mystery,1,21.3,online,Male,21.3,1970,1,1,0
1716940,American Gods,Biography,2,10.25,online,Female,20.5,1970,1,1,0
1673049,Mistborn: The Final Empire,Fiction,1,16.75,online,Female,16.75,1970,1,1,0
1695859,Murder on the Orient Express,Biography,2,15.5,online,Male,31.0,1970,1,1,0
1742342,Foundation,Non-Fiction,1,14.0,online,Male,14.0,1970,1,1,0
1692748,Dune,Biography,3,17.25,online,Male,51.75,1970,1,1,0
1660262,The Fellowship of the Ring,Mystery,1,20.1,online,Male,20.1,1970,1,1,0
1680825,Mistborn: The Final Empire,Fiction,1,11.99,online,Female,11.99,1970,1,1,0
1725494,American Gods,Biography,2,19.75,online,Male,39.5,1970,1,1,0
1725840,Murder on the Orient Express,Biography,1,22.4,online,Female,22.4,1970,1,1,0
1738627,1984,Thriller,3,13.85,online,Male,41.55,1970,1,1,0
1727308,Foundation,Non-Fiction,1,24.99,online,Male,24.99,1970,1,1,0
1726444,The Shining,Non-Fiction,2,16.9,online,Male,33.8,1970,1,1,0
1722297,Dune,Biography,1,12.99,online,Male,12.99,1970,1,1,0
1745452,Harry Potter and the Half-Blood Prince,Science Fiction,2,17.99,online,Female,35.98,1970,1,1,0
1737158,American Gods,Biography,3,15.3,online,Male,45.9,1970,1,1,0
1714780,Murder on the Orient Express,Biography,1,18.6,online,Male,18.6,1970,1,1,0
1716336,Mistborn: The Final Empire,Fiction,2,20.75,online,Male,41.5,1970,1,1,0
1717027,1984,Thriller,1,11.5,online,Female,11.5,1970,1,1,0
1726531,The Shining,Non-Fiction,2,14.8,online,Female,29.6,1970,1,1,0
1731542,The Fellowship of the Ring,Mystery,3,22.25,online,Male,66.75,1970,1,1,0
1741910,American Gods,Biography,1,13.99,online,Male,13.99,1970,1,1,0
1742947,Harry Potter and the Half-Blood Prince,Science Fiction,2,16.0,online,Female,32.0,1970,1,1,0
1724112,Dune,Biography,1,19.9,online,Female,19.9,1970,1,1,0
1727136,Mistborn: The Final Empire,Fiction,2,21.0,online,Male,42.0,1970,1,1,0
1742342,Murder on the Orient Express,Biography,3,13.5,online,Female,40.5,1970,1,1,0
1735948,The Fellowship of the Ring,Mystery,1,10.75,online,Female,10.75,1970,1,1,0
1720051,American Gods,Biography,2,18.2,online,Male,36.4,1970,1,1,0
1741996,Foundation,Non-Fiction,1,9.8,online,Female,9.8,1970,1,1,0
1732406,1984,Thriller,2,15.4,online,Male,30.8,1970,1,1,0
1726963,Harry Potter and the Half-Blood Prince,Science Fiction,3,20.99,online,Female,62.97,1970,1,1,0
1722988,The Shining,Non-Fiction,1,11.3,online,Male,11.3,1970,1,1,0
1725580,Mistborn: The Final Empire,Fiction,1,12.8,online,Male,12.8,1970,1,1,0
1668297600000,All About Love,Unknown,3,11.8,physical,Unknown,35.4,2022,11,45,1668297600000
1592352000000,Why We Sleep,Unknown,1,42.71,physical,Unknown,42.71,2020,6,25,1592352000000
1548288000000,Twenty Thousand Leagues Under the Seas,Unknown,2,33.48,physical,Unknown,66.96,2019,1,4,1548288000000
1667001600000,The Battle for Paradise: Puerto Rico Stays Strong,Unknown,3,38.31,physical,Unknown,114.93,2022,10,43,1667001600000
1588032000000,The Alchemist,Unknown,3,19.27,physical,Unknown,57.81,2020,4,18,1588032000000
1553731200000,The Better Angels of Our Nature,Unknown,1,14.11,physical,Unknown,14.11,2019,3,13,1553731200000
1657756800000,Frankenstein,Unknown,3,31.88,physical,Unknown,95.64,2022,7,28,1657756800000
1695427200000,Money Master the Game,Unknown,3,40.3,physical,Unknown,120.9,2023,9,38,1695427200000
1719187200000,Predictably Irrational,Unknown,1,32.45,physical,Unknown,32.45,2024,6,26,1719187200000
1723507200000,Smarter Faster Better,Unknown,2,35.25,physical,Unknown,70.5,2024,8,33,1723507200000
1563580800000,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,Unknown,2,20.3,physical,Unknown,40.6,2019,7,29,1563580800000
1733270400000,Devil in Winter,Unknown,3,29.05,physical,Unknown,87.15,2024,12,49,1733270400000
1577491200000,The Republic,Unknown,2,49.12,physical,Unknown,98.24,2019,12,52,1577491200000
1651708800000,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,Unknown,1,15.9,physical,Unknown,15.9,2022,5,18,1651708800000
1765238400000,The Art of War,Unknown,1,25.78,physical,Unknown,25.78,2025,12,50,1765238400000
1564790400000,The Happiness Trap,Unknown,3,39.27,physical,Unknown,117.81,2019,8,31,1564790400000
1664323200000,The Alchemist,Unknown,1,45.28,physical,Unknown,45.28,2022,9,39,1664323200000
1754265600000,Orientalism,Unknown,3,22.35,physical,Unknown,67.05,2025,8,32,1754265600000
1671840000000,Underland,Unknown,3,22.35,physical,Unknown,67.05,2022,12,51,1671840000000
1570752000000,Falter: Has Human History Begun to End?,Unknown,3,28.0,physical,Unknown,84.0,2019,10,41,1570752000000
1556496000000,World Without Mind: The Existential Threat of Big Tech,Unknown,2,42.55,physical,Unknown,85.1,2019,4,18,1556496000000
1687219200000,The Children of Men,Unknown,2,28.94,physical,Unknown,57.88,2023,6,25,1687219200000
1637366400000,Nicomachean Ethics,Unknown,3,31.74,physical,Unknown,95.22,2021,11,46,1637366400000
1553817600000,The Financial Diet,Unknown,2,31.91,physical,Unknown,63.82,2019,3,13,1553817600000
1573516800000,Big Little Lies,Unknown,3,32.19,physical,Unknown,96.57,2019,11,46,1573516800000
1662422400000,Unbound: My Story of Liberation and the Birth of the Me Too Movement,Unknown,1,14.73,physical,Unknown,14.73,2022,9,36,1662422400000
1693872000000,"The Utopia of Rules: On Technology, Stupidity and the Secret Joys of Bureaucracy",Unknown,1,39.81,physical,Unknown,39.81,2023,9,36,1693872000000
1556668800000,The Better Angels of Our Nature,Unknown,3,11.04,physical,Unknown,33.12,2019,5,18,1556668800000
1755388800000,Shoe Dog,Unknown,2,33.18,physical,Unknown,66.36,2025,8,33,1755388800000
1707782400000,Mythos,Unknown,2,20.73,physical,Unknown,41.46,2024,2,7,1707782400000
1579651200000,The Little Book That Beats the Market,Unknown,3,45.13,physical,Unknown,135.39,2020,1,4,1579651200000
1706486400000,And Then There Were None,Unknown,2,29.46,physical,Unknown,58.92,2024,1,5,1706486400000
1613433600000,The Prince,Unknown,2,23.28,physical,Unknown,46.56,2021,2,7,1613433600000
1608508800000,Crying in H Mart,Unknown,1,48.64,physical,Unknown,48.64,2020,12,52,1608508800000
1620345600000,The Selfish Gene,Unknown,1,43.13,physical,Unknown,43.13,2021,5,18,1620345600000
1646956800000,Brave New World,Unknown,1,36.91,physical,Unknown,36.91,2022,3,10,1646956800000
1660262400000,"Farewell, My Lovely",Unknown,1,16.36,physical,Unknown,16.36,2022,8,32,1660262400000
1694649600000,Alexander Hamilton,Unknown,1,40.15,physical,Unknown,40.15,2023,9,37,1694649600000
1656547200000,The 4-Hour Workweek,Unknown,3,23.15,physical,Unknown,69.45,2022,6,26,1656547200000
1765411200000,Long Walk to Freedom,Unknown,3,14.81,physical,Unknown,44.43,2025,12,50,1765411200000
1557360000000,Anna Karenina,Unknown,3,44.13,physical,Unknown,132.39,2019,5,19,1557360000000
1751328000000,The War of the Worlds,Unknown,1,22.35,physical,Unknown,22.35,2025,7,27,1751328000000
1596585600000,A Night to Surrender,Unknown,3,17.15,physical,Unknown,51.45,2020,8,32,1596585600000
1646870400000,New Dark Age: Technology and the End of the Future,Unknown,1,26.72,physical,Unknown,26.72,2022,3,10,1646870400000
1549584000000,Never Let Me Go,Unknown,1,17.99,physical,Unknown,17.99,2019,2,6,1549584000000
1729555200000,Your Erroneous Zones,Unknown,2,29.53,physical,Unknown,59.06,2024,10,43,1729555200000
1618272000000,The Alchemist,Unknown,1,41.14,physical,Unknown,41.14,2021,4,15,1618272000000
1758153600000,Gender Trouble,Unknown,1,42.25,physical,Unknown,42.25,2025,9,38,1758153600000
1683504000000,The Better Angels of Our Nature,Unknown,3,19.23,physical,Unknown,57.69,2023,5,19,1683504000000
1650844800000,Sharp Objects,Unknown,1,41.69,physical,Unknown,41.69,2022,4,17,1650844800000
1587340800000,The Elements of Style,Unknown,3,21.8,physical,Unknown,65.4,2020,4,17,1587340800000
1720483200000,The Children of Men,Unknown,2,17.24,physical,Unknown,34.48,2024,7,28,1720483200000
1645747200000,A Sand County Almanac,Unknown,1,32.96,physical,Unknown,32.96,2022,2,8,1645747200000
1692576000000,The Day of the Triffids,Unknown,3,48.01,physical,Unknown,144.03,2023,8,34,1692576000000
1659312000000,Security Analysis,Unknown,3,13.94,physical,Unknown,41.82,2022,8,31,1659312000000
1669939200000,Educated,Unknown,3,29.97,physical,Unknown,89.91,2022,12,48,1669939200000
1716422400000,Security Analysis,Unknown,3,34.1,physical,Unknown,102.3,2024,5,21,1716422400000
1766707200000,"Guns, Germs, and Steel",Unknown,3,14.98,physical,Unknown,44.94,2025,12,52,1766707200000
1662422400000,Emotional Intelligence 2.0,Unknown,1,18.12,physical,Unknown,18.12,2022,9,36,1662422400000
1653696000000,Angels & Demons,Unknown,2,28.28,physical,Unknown,56.56,2022,5,21,1653696000000
1574035200000,Dead Wake,Unknown,1,40.03,physical,Unknown,40.03,2019,11,47,1574035200000
1576627200000,Einstein: His Life and Universe,Unknown,3,32.49,physical,Unknown,97.47,2019,12,51,1576627200000
1721088000000,The 48 Laws of Power,Unknown,2,18.23,physical,Unknown,36.46,2024,7,29,1721088000000
1549497600000,Noise: A Flaw in Human Judgment,Unknown,3,24.44,physical,Unknown,73.32,2019,2,6,1549497600000
1586217600000,The Little Book of Common Sense Investing,Unknown,3,19.91,physical,Unknown,59.73,2020,4,15,1586217600000
1700006400000,The Woman in Cabin 10,Unknown,3,19.69,physical,Unknown,59.07,2023,11,46,1700006400000
1595462400000,Adrift: America in 100 Charts,Unknown,2,31.47,physical,Unknown,62.94,2020,7,30,1595462400000
1715558400000,Nineteen Eighty-Four,Unknown,2,27.5,physical,Unknown,55.0,2024,5,20,1715558400000
1557792000000,Mindset: The New Psychology of Success,Unknown,3,26.02,physical,Unknown,78.06,2019,5,20,1557792000000
1716249600000,The Smartest Guys in the Room,Unknown,1,46.31,physical,Unknown,46.31,2024,5,21,1716249600000
1555891200000,The New Jim Crow,Unknown,2,21.5,physical,Unknown,43.0,2019,4,17,1555891200000
1586217600000,The Haunting of Hill House,Unknown,1,37.53,physical,Unknown,37.53,2020,4,15,1586217600000
1634256000000,Outlive: The Science & Art of Longevity,Unknown,2,22.17,physical,Unknown,44.34,2021,10,41,1634256000000
1609804800000,The Effective Executive,Unknown,1,33.74,physical,Unknown,33.74,2021,1,1,1609804800000
1565308800000,Atlas of the Heart,Unknown,1,20.63,physical,Unknown,20.63,2019,8,32,1565308800000
1645488000000,Complications,Unknown,2,38.94,physical,Unknown,77.88,2022,2,8,1645488000000
1760659200000,Lab Girl,Unknown,1,20.26,physical,Unknown,20.26,2025,10,42,1760659200000
1602806400000,Bad Feminist,Unknown,1,43.57,physical,Unknown,43.57,2020,10,42,1602806400000
1756512000000,This is Marketing,Unknown,3,49.37,physical,Unknown,148.11,2025,8,35,1756512000000
1749945600000,Twitter and Tear Gas: The Power and Fragility of Networked Protest,Unknown,1,16.12,physical,Unknown,16.12,2025,6,24,1749945600000
1635033600000,Dune Messiah,Unknown,3,26.65,physical,Unknown,79.95,2021,10,42,1635033600000
1680652800000,A People's History of the United States,Unknown,1,32.45,physical,Unknown,32.45,2023,4,14,1680652800000
1611964800000,Tinker Tailor Soldier Spy,Unknown,1,47.19,physical,Unknown,47.19,2021,1,4,1611964800000
1763510400000,Unbound: My Story of Liberation and the Birth of the Me Too Movement,Unknown,1,32.15,physical,Unknown,32.15,2025,11,47,1763510400000
1557360000000,Writing Down the Bones,Unknown,2,32.79,physical,Unknown,65.58,2019,5,19,1557360000000
1739404800000,The Lean Startup,Unknown,2,40.85,physical,Unknown,81.7,2025,2,7,1739404800000
1742601600000,Cover Her Face,Unknown,3,47.18,physical,Unknown,141.54,2025,3,12,1742601600000
1600905600000,The Happiness Advantage,Unknown,3,30.23,physical,Unknown,90.69,2020,9,39,1600905600000
1674086400000,The Immortal Life of Henrietta Lacks,Unknown,1,48.58,physical,Unknown,48.58,2023,1,3,1674086400000
1711152000000,Get Good with Money,Unknown,3,27.46,physical,Unknown,82.38,2024,3,12,1711152000000
1740873600000,Against Crisis & Disaster,Unknown,1,32.09,physical,Unknown,32.09,2025,3,9,1740873600000
1745107200000,How to Break Up with Your Phone,Unknown,1,23.67,physical,Unknown,23.67,2025,4,16,1745107200000
1560988800000,The Word Is Murder,Unknown,1,28.87,physical,Unknown,28.87,2019,6,25,1560988800000
1558828800000,Limits to Growth,Unknown,2,37.02,physical,Unknown,74.04,2019,5,21,1558828800000
1581984000000,We Are Displaced,Unknown,2,40.17,physical,Unknown,80.34,2020,2,8,1581984000000
1634515200000,Grit: The Power of Passion and Perseverance,Unknown,1,30.68,physical,Unknown,30.68,2021,10,42,1634515200000
1580515200000,"Guns, Germs, and Steel",Unknown,2,29.62,physical,Unknown,59.24,2020,2,5,1580515200000
1582761600000,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Unknown,2,28.93,physical,Unknown,57.86,2020,2,9,1582761600000
